,keyword,view,menu,checkout,order
3353,grilled lamb chops,34845,6471,3442,211
3354,domba bakar,17690,3394,1503,78
3355,lamb chops,18685,4891,2612,197
3356,grilled lamb,23843,9514,2433,189
3357,iga domba,42582,14146,5288,185
3358,lamb steak,5250,918,289,24
3359,panggang domba,31916,10933,3650,192
3360,lamb chop platter,28668,8679,2726,246
3361,thai pad see ew,774,176,69,5
3362,pad see ew,11836,1854,1099,39
3363,mie thailand,29217,9734,5599,300
3364,thai soy noodles,49530,9903,6026,414
3365,pad see ew ayam,5957,1807,1233,88
3366,pad see ew sapi,30627,9985,2922,252
3367,mie goreng thai,43138,14234,5035,312
3368,pad see ew klasik,13732,4134,1593,148
3369,edamame with sea salt,6913,2162,1057,75
3370,edamame,24666,5508,1760,86
3371,edamame asin,27786,6895,2058,95
3372,kacang jepang,23580,5148,2266,93
3373,salted edamame,41457,7056,2196,101
3374,edamame rebus,24856,4199,1429,62
3375,edamame snack,14271,3349,2037,175
3376,kacang rebus asin,45863,11701,6978,629
3377,blue cheese burger,40066,8243,4721,436
3378,burger keju biru,23799,7548,2739,259
3379,blue cheese beef,19617,7734,2628,112
3380,gourmet burger,47009,7351,4409,247
3381,burger premium,18081,5205,3075,195
3382,burger special,38708,8856,3310,127
3383,beef blue cheese,7828,2293,1268,66
3384,burger mewah,40980,10497,3954,326
3385,lumpiang shanghai,24859,8029,3989,197
3386,lumpia goreng,3919,959,543,42
3387,filipino spring roll,3747,1104,276,13
3388,lumpia daging,46965,14377,6435,585
3389,lumpia kecil,49560,16919,4772,288
3390,shanghai roll,48361,16364,7433,381
3391,lumpia mini,34027,9184,3766,161
3392,spring roll filipina,13890,2397,1031,62
3393,egg & cheese bagel,10655,2049,1403,122
3394,bagel telur keju,44324,14333,5156,274
3395,sandwich bagel,16254,5969,3179,284
3396,bagel breakfast,17180,4241,1091,85
3397,bagel isi telur,15700,3186,1019,49
3398,roti bagel keju,11260,2998,961,71
3399,bagel telur,22058,6884,3121,158
3400,egg cheese sandwich,49732,18643,5127,334
3401,goan prawn curry,23125,8740,2823,202
3402,curry udang goa,19217,5932,1646,72
3403,prawn curry,4713,1645,932,43
3404,kari udang india,20646,4251,1955,107
3405,spicy prawn curry,2069,746,375,13
3406,goan curry,26503,7024,3441,142
3407,curry seafood,40543,10875,7007,463
3408,udang kari,8961,3536,1992,163
3409,turkey club sandwich,28204,6213,4006,319
3410,sandwich turkey,24411,7183,2831,150
3411,club sandwich,13017,2430,1598,115
3412,roti isi turkey,15154,3589,1792,170
3413,triple decker sandwich,19730,7486,3671,224
3414,turkey sandwich,31037,7526,4208,198
3415,sandwich daging asap,8797,2333,1588,78
3416,portobello mushroom burger,22468,4503,1462,81
3417,mushroom burger,11871,4672,2991,258
3418,burger jamur,39575,9529,4424,291
3419,portobello burger,20649,4020,1218,102
3420,veggie burger,32662,5169,3020,248
3421,burger vegetarian,21398,7171,3794,243
3422,jamur panggang burger,30088,10674,2913,281
3423,mini waffle sundae,32917,7293,4328,302
3424,waffle sundae,32232,12586,8483,524
3425,sundae mini,10484,3292,1391,66
3426,waffle es krim,17444,3233,1244,90
3427,dessert waffle,48167,9821,6742,413
3428,mini dessert,46367,14651,5806,305
3429,waffle manis,19463,6575,3538,338
3430,waffle ice cream,32552,7469,3717,310
3431,butter chicken with rice,41238,7799,4249,161
3432,butter chicken,27981,6383,3965,219
3433,ayam mentega nasi,13653,3773,2221,90
3434,curry ayam mentega,29677,11790,4922,318
3435,chicken masala rice,16061,3968,1895,156
3436,ayam saus butter,22143,4842,3234,274
3437,nasi kari ayam,34633,12805,7211,420
3438,blueberry oat smoothie,43729,9226,5872,451
3439,smoothie blueberry oat,43986,8643,2942,113
3440,oat smoothie,25681,5626,3459,181
3441,blueberry shake,36032,8640,3026,171
3442,minuman oat buah,47685,11669,8036,407
3443,smoothie sehat,38972,14710,6244,268
3444,smoothie oat dingin,33247,8458,4370,364
3445,chicken & waffles,5353,1268,761,68
3446,ayam waffle,42831,8556,2994,265
3447,chicken waffle combo,28159,5405,2382,144
3448,fried chicken waffle,42635,10457,4712,252
3449,waffles with chicken,14152,3309,1381,94
3450,brunch waffle ayam,11241,2739,796,40
3451,waffle gurih,2148,850,518,28
3452,factory special burger,34724,11072,4415,370
3453,special burger,36854,14595,6159,210
3454,burger spesial,32464,7286,4414,167
3455,burger pabrik,555,97,24,1
3456,house burger,38294,11795,3759,200
3457,signature burger,36965,8429,2511,225
3458,burger komplit,17912,4842,1741,59
3459,burger lengkap,39938,11309,7359,537
3460,hummus & pita,44285,10920,6266,480
3461,hummus pita,21100,8171,2899,247
3462,hummus platter,48691,17172,10910,1031
3463,roti dengan hummus,12812,3745,2027,135
3464,hummus snack,48682,12261,5015,238
3465,dip hummus,21214,6781,4042,218
3466,pita bread hummus,19515,3564,1219,72
3467,hummus klasik,43590,13227,3470,296
3468,tabbouleh salad,41630,6871,3055,257
3469,salad tabbouleh,24968,4889,3270,231
3470,salad timur tengah,39676,8765,4118,339
3471,arab salad,48893,8733,2328,207
3472,salad bulgur,45989,17577,9110,643
3473,salad segar,29479,11406,3438,184
3474,tabbouleh bowl,31458,8762,3209,170
3475,salad parsley,29673,6149,2187,192
3476,falafel bowl with hummus,36371,6621,4573,368
3477,falafel hummus bowl,32330,10526,4182,369
3478,falafel rice bowl,48700,11096,6105,533
3479,falafel mix,30759,5002,2545,118
3480,vegan bowl,44260,7835,3498,190
3481,falafel platter,14420,5012,2860,203
3482,hummus bowl,22226,7033,3856,365
3483,falafel veggie,37143,7454,3465,137
3484,bbq short ribs (galbi),46104,12016,5049,256
3485,galbi,28715,5198,2618,153
3486,short ribs,43926,8121,2156,200
3487,iga bakar korea,31023,6694,2599,191
3488,korean bbq ribs,3700,1273,772,76
3489,beef galbi,44327,8703,3542,331
3490,ribs panggang,19747,7698,2729,249
3491,bbq beef ribs,7906,2365,1640,95
3492,berry compote french toast,44280,16729,10314,494
3493,french toast berry,9106,3440,1854,168
3494,toast buah,41328,6436,1965,83
3495,berry toast,41842,15886,7823,702
3496,roti panggang manis,31704,11965,3282,139
3497,breakfast toast,43652,15683,9567,511
3498,sweet toast,9632,3299,1695,148
3499,berry topping toast,21697,6009,3161,220
3500,salmon nigiri (5 pcs),36159,7580,3121,299
3501,nigiri salmon,10001,1679,572,47
3502,sushi salmon,25210,4006,1126,94
3503,5 pcs nigiri,38300,7480,2358,122
3504,salmon sushi,4571,1439,729,40
3505,nigiri set,14237,4377,2303,97
3506,sashimi salmon,1081,344,138,4
3507,salmon nigiri platter,39981,8950,3046,216
3508,spicy garlic udon,46878,10524,4152,166
3509,udon pedas,1521,608,284,18
3510,garlic udon,26914,6582,2996,225
3511,udon sambal,38981,12372,5653,475
3512,mie udon pedas,10890,3066,1455,68
3513,spicy noodle bowl,20447,7923,4087,259
3514,udon kuah pedas,13445,2139,1234,60
3515,udon bawang,33228,6169,3825,371
3516,crab cake burger,678,163,96,4
3517,burger crab,17267,6301,2540,142
3518,crab patty,16469,4420,2072,164
3519,seafood burger,12704,2626,1369,97
3520,burger kepiting,1148,295,106,3
3521,crab sandwich,5832,2135,1338,105
3522,burger laut,10944,3817,1918,140
3523,crab cake sandwich,9335,2772,1775,66
3524,malai kofta,1565,573,210,11
3525,kofta kari,8492,2871,1804,174
3526,malai curry,22968,9115,2283,118
3527,indian veggie curry,6817,2311,729,25
3528,bola sayur india,46304,10700,4505,276
3529,kari krim,19234,5101,1375,67
3530,malai balls,20048,3149,1430,58
3531,vegetarian kofta,33896,11227,7020,619
3532,pecan pie slice,29813,10773,7498,467
3533,pie pecan,11462,4035,1545,123
3534,pecan dessert,44658,17851,6640,483
3535,pecan tart,17823,4214,2759,129
3536,pecan slice,36408,13171,8745,527
3537,sweet pie,18785,2831,1773,105
3538,kue pecan,21316,7083,4783,169
3539,dessert slice,25727,4565,2446,158
3540,steamed vegetables,16395,2555,994,53
3541,sayuran kukus,14361,5526,3743,365
3542,steamed veggies,21575,7463,2635,256
3543,veggie side,39117,11939,6941,674
3544,sayur sehat,38005,11709,6699,667
3545,vegetables plain,46736,12784,6140,316
3546,sayur rebus,34395,11939,3645,277
3547,healthy veggie mix,41922,13948,8560,764
3548,grilled ribeye steak,16231,3051,1489,91
3549,ribeye steak,42714,16970,7879,314
3550,daging ribeye,16307,2844,998,79
3551,steak panggang,38378,11171,5805,550
3552,grilled beef steak,45227,14891,9629,910
3553,rib eye grilled,38055,9975,5090,507
3554,steak sapi,44620,15988,4548,369
3555,premium steak,23262,8539,4470,234
3556,spicy chicken tenders,6773,2262,571,56
3557,chicken tenders,46618,11705,7585,704
3558,ayam goreng pedas,20915,6024,1835,76
3559,hot chicken strips,49801,8155,5314,449
3560,spicy strips,18250,3303,1749,172
3561,chicken fingers,49501,12318,5543,420
3562,crispy tenders,42616,16862,6585,478
3563,chicken spicy bites,22085,6371,3289,301
3564,zucchini noodle salad,26078,7786,2652,131
3565,salad zucchini,47959,19073,11653,759
3566,spiral veggie salad,24867,5017,1899,109
3567,zucchini salad,22871,3821,2641,104
3568,zoodle salad,20742,7724,2950,229
3569,healthy veggie bowl,30574,8838,3932,274
3570,zucchini noodles,28551,7274,2310,189
3571,salad sayur,13812,3571,2337,194
3572,chicken feet in black bean sauce,31655,8858,3999,343
3573,chicken feet,34060,9110,4739,295
3574,ceker ayam saus kacang,29432,11245,4871,387
3575,dimsum chicken feet,15930,3915,1810,85
3576,ceker saus hitam,22699,8313,4192,358
3577,spicy chicken feet,18980,5204,3009,259
3578,black bean chicken feet,49155,9356,4157,188
3579,braised chicken feet,41506,15823,4054,319
3580,lebanese pickles,16111,5359,2451,111
3581,acar lebanon,30582,11506,7485,731
3582,arabic pickles,28011,5110,1472,119
3583,middle eastern pickles,45362,12553,4118,258
3584,pickled veggies,11652,3900,2066,88
3585,sour pickles,8282,2771,1665,71
3586,acar arab,36203,7279,2743,190
3587,lebanese veggie mix,23266,5840,4043,323
3588,vietnamese iced coffee,5887,1459,684,62
3589,ca phe sua da,34567,12335,8253,384
3590,kopi vietnam,33072,10255,6208,416
3591,iced vietnamese coffee,12700,3658,1748,146
3592,vietnam coffee,46503,17217,6346,553
3593,kopi susu vietnam,33712,10113,4862,220
3594,vietnamese coffee cold,2588,496,239,17
3595,es kopi vietnam,29918,7820,2435,202
3596,texas toast pulled pork,2966,777,480,24
3597,pulled pork toast,31095,12413,3585,124
3598,roti babi asap,10773,2427,1119,87
3599,texas pulled pork,23677,4410,2955,138
3600,bbq pork toast,21044,4789,1960,125
3601,sandwich pulled pork,40144,10126,4982,472
3602,texas pork melt,45888,11758,4999,258
3603,toast bbq pork,2056,680,237,23
3604,crunchy taco combo,47162,18209,5730,435
3605,taco crunchy,14356,2366,1253,68
3606,taco combo,23560,5105,1489,144
3607,crispy taco set,40606,15845,9313,778
3608,taco kombo,28010,11156,4084,241
3609,taco renyah,20152,4662,1913,179
3610,taco set menu,27119,4536,1281,115
3611,combo taco pack,14016,2756,823,72
3612,grilled cod with lemon butter,9728,1966,726,27
3613,cod lemon butter,32928,11727,5881,540
3614,ikan cod panggang,46939,18754,6745,388
3615,grilled codfish,45714,15469,10727,856
3616,cod fillet,37976,13604,7787,414
3617,ikan lemon grilled,18145,5767,1763,129
3618,buttered cod,32941,5642,2952,121
3619,lemon fish grill,26246,10498,6263,285
3620,gulab jamun,15387,5362,3044,239
3621,dessert india,23426,5620,2423,182
3622,bola manis,30758,11674,4674,316
3623,gula jamun,23192,6967,2711,213
3624,indian sweet,37591,10082,4502,319
3625,milk ball dessert,23147,7789,2312,141
3626,sirup bola susu,49012,13464,8798,684
3627,gulab balls,16561,2914,1297,96
3628,blueberry pie,25925,4838,1518,73
3629,pie blueberry,9546,1589,1052,102
3630,blueberry dessert,13205,4607,3007,186
3631,tart buah biru,32736,11393,3553,326
3632,sweet pie,30549,5095,2808,204
3633,blueberry slice,42417,6479,3831,293
3634,blueberry pastry,45811,8925,2692,205
3635,pie buah,42453,8995,3032,301
3636,lotus leaf sticky rice,20625,3447,1869,180
3637,sticky rice lotus,2143,618,181,13
3638,nasi ketan daun teratai,14473,4173,2591,222
3639,lo mai gai,6352,1161,772,54
3640,rice dumpling,10441,2831,866,32
3641,lotus rice wrap,17195,5907,2955,245
3642,sticky rice dimsum,10293,3335,1860,182
3643,nasi ketan kukus,11555,4121,1841,181
3644,hawaiian pizza,12311,4584,2982,165
3645,pizza hawaii,34113,13335,6713,254
3646,pizza nanas,14865,5864,1704,85
3647,pineapple pizza,23345,6046,2377,87
3648,sweet savory pizza,46719,14789,7094,604
3649,pizza topping ham,3847,940,425,19
3650,hawaiian slice,27804,8898,6095,418
3651,pizza tropical,2178,482,298,15
3652,goan fish curry,38575,14675,3806,240
3653,kari ikan goa,25909,5201,1312,98
3654,fish curry india,18129,5605,1471,142
3655,spicy fish curry,36022,13579,7059,448
3656,goan curry,18786,4319,2797,270
3657,goan seafood,14321,2886,1167,65
3658,kari ikan pedas,2089,694,220,10
3659,indian fish curry,21288,7398,2525,152
3660,beef burrito,32309,10127,6962,316
3661,burrito sapi,2378,477,196,12
3662,daging burrito,25854,8843,2364,139
3663,burrito isi daging,47291,13913,7482,507
3664,beef wrap,21545,7043,4742,198
3665,mexican beef burrito,9911,1877,930,85
3666,spicy beef burrito,2283,624,273,23
3667,burrito classic,6078,1470,1022,97
3668,cheesy smash burger,27271,7237,4215,180
3669,smash burger,42400,15540,8959,798
3670,burger keju,21096,5388,3486,198
3671,burger daging tipis,37873,14243,6816,264
3672,cheesy burger,24278,6455,1798,65
3673,burger meleleh,25859,5305,2325,225
3674,burger panggang keju,20579,8226,2961,113
3675,burger juicy,16462,3355,1908,171
3676,ratatouille,24750,6843,3437,230
3677,ratatouille classic,1312,488,136,8
3678,sayur panggang,23273,9046,4990,429
3679,vegetable stew,7601,1504,440,25
3680,french veggie dish,24175,3683,1575,105
3681,ratatouille veggie,42696,11837,5450,188
3682,tian sayur,43769,13837,8995,651
3683,tumis sayur mediterania,47718,9837,3612,223
3684,bbq chicken pizza,38190,14945,8588,401
3685,pizza ayam bbq,11356,2692,1657,63
3686,chicken pizza,20484,7693,4348,220
3687,bbq pizza,9794,2064,804,42
3688,pizza ayam bakar,28422,11165,3329,229
3689,pizza saus bbq,20376,8011,5134,227
3690,ayam pizza,32493,11649,6977,695
3691,pizza grilled chicken,8490,1406,966,91
3692,spicy sausage pizza,8883,2234,1240,118
3693,pizza sosis pedas,30150,7509,3345,122
3694,sausage pizza,16814,3039,1475,145
3695,spicy pizza,12387,2260,1236,95
3696,pizza daging pedas,9969,1969,512,28
3697,pizza topping sosis,14833,5903,2415,97
3698,hot sausage pizza,46709,14168,7147,318
3699,pizza sosis,1298,342,226,19
3700,steamed bbq pork buns,25411,6319,4260,300
3701,bakpao babi bbq,27208,10419,5217,393
3702,bao babi kukus,40844,12939,6958,340
3703,pork bun bbq,47232,9115,5500,399
3704,char siu bao,10295,3673,1730,94
3705,dimsum pork bun,19594,6797,3247,282
3706,bánh bao xá xíu,12147,3460,1601,119
3707,bbq pork bao,39091,6492,2562,123
3708,orange juice,11857,3075,1630,123
3709,jus jeruk,36931,7931,2892,161
3710,orange drink,24075,8538,5729,474
3711,fresh orange,20770,6259,3448,240
3712,perasan jeruk,19427,5323,2441,149
3713,minuman jeruk,2756,1044,484,22
3714,jus buah jeruk,26553,7436,2363,85
3715,jus segar,2440,838,405,21
3716,beef street tacos (3 pcs),48536,12141,6759,369
3717,beef tacos,42486,13600,7880,759
3718,street tacos,46829,17378,8163,312
3719,taco sapi,49042,15578,6565,623
3720,3 pcs tacos,34550,13583,5889,407
3721,taco daging,43900,13148,5081,411
3722,small beef tacos,17761,3427,2254,103
3723,tacos klasik,44489,13502,3640,168
3724,tuna sashimi (5 pcs),29842,9489,6102,608
3725,sashimi tuna,12744,3343,1124,96
3726,tuna slices,14504,5357,2093,85
3727,raw tuna,25138,9311,3589,324
3728,5 pcs sashimi,3307,890,323,23
3729,tuna sashimi plate,45253,9814,4784,342
3730,sashimi set,30501,6974,4038,160
3731,tuna sashimi klasik,49445,7860,3193,212
3732,bbq bacon burger,7083,2291,1151,99
3733,bacon burger,23431,7040,4896,291
3734,burger bbq,26810,6013,3150,127
3735,burger daging asap,17860,4852,2056,172
3736,smoky bacon burger,7194,1860,739,39
3737,bbq beef burger,25392,5493,2209,129
3738,burger panggang bacon,38322,6051,2291,194
3739,burger grilled,27916,10886,7575,447
3740,avocado veggie burger,36675,11776,5174,316
3741,veggie burger,16040,5216,3037,147
3742,burger alpukat,32317,6022,1617,150
3743,vegan burger,23304,4786,1442,95
3744,burger sayur,41300,7705,3401,227
3745,burger sehat,33580,12299,8401,623
3746,avocado burger,49499,18921,11785,1101
3747,burger vegetarian,27490,7017,1844,107
3748,strawberries & cream crepe,2380,425,269,23
3749,crepe stroberi krim,45451,10682,7077,555
3750,sweet crepe,14715,3065,1678,121
3751,crepe dessert,30528,8403,2941,288
3752,crepe buah,31298,11985,3149,141
3753,crepe manis,4499,1634,413,38
3754,crepe dengan krim,37301,11768,6992,534
3755,crepe stroberi,21725,5599,3147,227
3756,green detox smoothie,35325,8891,2894,124
3757,smoothie hijau,24847,5221,1650,72
3758,detox drink,21390,8319,4570,455
3759,green juice,22972,8182,3622,191
3760,green smoothie,41967,16060,4118,365
3761,minuman sehat,18457,6875,3376,134
3762,green blend,28762,6781,2956,190
3763,smoothie sehat,17072,6108,3293,315
3764,chicken alfredo crepe,21703,7833,3647,228
3765,crepe ayam alfredo,7289,1496,885,33
3766,creamy chicken crepe,33567,6839,2731,196
3767,chicken pasta crepe,11044,2837,1710,133
3768,crepe savory,41772,14859,5276,324
3769,crepe ayam saus putih,29497,11785,6257,409
3770,crepe gurih ayam,22229,8123,2453,199
3771,ayam crepe creamy,20333,4034,2335,205
3772,chicken fajita burrito,24203,8144,5333,332
3773,burrito ayam fajita,45313,14535,5728,211
3774,burrito ayam,1688,566,353,31
3775,burrito pedas ayam,42018,15974,4026,163
3776,chicken wrap,39961,10230,2678,94
3777,fajita burrito,5741,2033,777,77
3778,burrito grilled chicken,14238,4495,2151,203
3779,burrito isi ayam,25689,9399,2934,176
3780,steamed jasmine rice,45035,14393,5750,382
3781,nasi jasmine,15589,3914,2449,97
3782,nasi putih wangi,22224,4340,2349,122
3783,jasmine rice,27279,9583,4285,386
3784,nasi kukus,49731,8939,6145,523
3785,rice plain jasmine,18343,4265,2454,153
3786,beras harum kukus,17727,5318,2071,137
3787,rice bowl jasmine,8293,3297,2167,194
3788,cinnamon pizza bites,11928,4027,1213,108
3789,pizza cinnamon,18112,6406,4379,307
3790,cinnamon bites,13562,5049,2251,130
3791,dessert pizza,13929,2112,595,29
3792,pizza manis,20717,3411,1505,113
3793,sweet pizza bites,44968,11195,3690,274
3794,cinnamon snacks,29785,10521,5123,433
3795,pizza mini manis,15946,5514,3623,142
3796,chorizo in red wine,25994,4199,2655,126
3797,chorizo wine,32600,6761,3145,278
3798,chorizo merah,3864,716,324,30
3799,spanish sausage,23213,3749,2398,227
3800,chorizo stew,23963,8032,4605,378
3801,chorizo sauce,37324,12705,4746,230
3802,chorizo tapas,28947,9654,3985,241
3803,chorizo red sauce,19116,3831,1989,180
3804,asian sesame chicken salad,21927,8473,3987,206
3805,chicken sesame salad,48084,16613,9490,486
3806,asian salad,16449,4275,1993,69
3807,salad ayam asia,24731,9053,3029,300
3808,sesame salad,17720,5779,1497,100
3809,salad ayam wijen,25606,7904,4311,308
3810,chicken slaw asia,35344,6212,4072,196
3811,salad segar ayam,8466,2833,1712,118
3812,pancit bihon guisado,25071,6152,3784,256
3813,pancit bihon,43537,8956,3345,324
3814,bihon goreng,36182,10160,3330,155
3815,filipino noodles,12799,5063,3490,126
3816,pancit sayur,15799,2619,1331,59
3817,mie bihon filipina,6037,1973,835,32
3818,bihon guisado,10060,1509,1038,72
3819,pancit mie halus,12733,4191,1059,82
3820,shrimp teriyaki bowl,32960,8319,3784,242
3821,teriyaki udang,17324,5788,3071,303
3822,shrimp rice bowl,29473,8877,3650,238
3823,udang saus teriyaki,8166,1275,450,15
3824,shrimp teriyaki rice,22022,6882,2363,159
3825,udang bowl,32854,8577,3496,180
3826,mangkuk udang manis,23880,9102,2640,221
3827,teriyaki seafood,44066,12611,4517,206
3828,shrimp po' boy sandwich,2311,898,459,24
3829,po boy udang,14361,3636,1007,53
3830,shrimp sandwich,44636,8526,5632,201
3831,sandwich seafood,29221,9816,5699,415
3832,roti isi udang,9844,3463,1279,107
3833,udang goreng sandwich,26124,8788,5321,514
3834,shrimp sub,16680,4793,1767,108
3835,po boy classic,46578,12991,7138,658
3836,peanut butter power smoothie,39705,13406,3893,256
3837,smoothie kacang,43773,15992,9660,401
3838,power smoothie,33744,12850,5034,209
3839,peanut shake,47883,9806,5325,303
3840,smoothie protein,1667,618,342,14
3841,minuman sehat kacang,17293,4930,1532,60
3842,smoothie energi,49104,10754,4813,406
3843,smoothie butter,27587,7493,3296,322
3844,tofu stir fry,43787,16921,6578,266
3845,tumis tahu,15906,5836,3733,205
3846,tofu mix veggie,13688,3340,1578,135
3847,tahu goreng sayur,15589,4259,1402,118
3848,stir fry vegetarian,39786,11148,4804,314
3849,tahu saus,37649,12196,6014,531
3850,tofu healthy bowl,45995,12989,6450,328
3851,stirfried tofu,48139,11523,6877,669
3852,beef brisket plate,39577,7509,4704,321
3853,brisket beef,30755,10426,5946,420
3854,daging brisket,8624,3100,942,71
3855,beef bbq plate,43276,6828,2081,145
3856,platter brisket,5783,2203,872,60
3857,brisket set,44837,13500,6834,610
3858,bbq daging,43239,7741,3070,288
3859,brisket sapi,48523,7565,3273,145
3860,beef slow cook,46344,14088,6741,295
3861,vegetarian burrito bowl,22259,8713,5011,180
3862,burrito bowl vegan,3950,1244,500,48
3863,veggie burrito bowl,32859,7290,2725,211
3864,burrito tanpa daging,10973,1988,713,39
3865,healthy burrito,23437,3684,2058,140
3866,salad burrito bowl,32104,10909,5891,284
3867,rice bowl vegetarian,3855,1484,720,35
3868,burrito sayur,43105,16288,4928,365
3869,albóndigas (meatballs),24391,6990,3923,344
3870,albondigas,34459,5734,2665,124
3871,meatballs,27688,9915,4307,203
3872,bakso spanyol,24570,5591,3782,269
3873,spanish meatballs,9663,1719,1048,75
3874,albondigas klasik,13485,4566,1360,82
3875,bola daging,19358,3411,1455,70
3876,meatball dish,47413,13046,4407,421
3877,soup meatballs,546,162,50,2
3878,spicy falafel pita,45562,17392,4604,440
3879,falafel pedas,25922,9887,4466,423
3880,pita falafel,31594,9682,2807,198
3881,falafel wrap,2193,616,171,16
3882,spicy pita,17712,6792,2126,142
3883,roti isi falafel,15688,3908,1340,115
3884,hot falafel,10832,2716,1045,103
3885,falafel sandwich,34691,7106,2070,134
3886,ahi tuna poke bowl,20168,3147,1693,159
3887,tuna poke,21296,3359,1511,80
3888,poke bowl tuna,24995,6488,3418,213
3889,ahi poke,44002,8929,4888,193
3890,raw tuna bowl,33588,11234,3351,139
3891,mangkuk tuna,36888,11100,3605,183
3892,poke seafood,13205,5017,1943,173
3893,ahi bowl,22601,4531,2732,260
3894,stuffed bell peppers,46720,12911,8773,803
3895,paprika isi,37357,5604,1974,102
3896,stuffed peppers,29736,5536,1523,120
3897,bell pepper dish,30858,6462,2065,88
3898,baked stuffed peppers,7490,1917,823,38
3899,sayur isi,27426,5327,1624,74
3900,stuffed veggie peppers,36588,7710,2160,77
3901,roasted bell peppers,22074,7404,2248,172
3902,2-piece fried chicken,42714,8428,4008,163
3903,ayam goreng 2 pcs,1523,540,197,10
3904,chicken 2pcs,18849,3011,882,62
3905,chicken combo,33419,11200,6661,314
3906,fried chicken,32117,6736,2106,183
3907,2 pc meal,33263,9966,4382,207
3908,ayam goreng set,21830,4162,1548,134
3909,ayam goreng klasik,49917,15010,9600,447
3910,lychee iced tea,6381,1396,866,76
3911,es teh leci,48899,9396,5273,460
3912,lychee tea,23733,6022,1927,118
3913,iced tea buah,32419,10666,5493,333
3914,teh leci dingin,7770,1275,493,19
3915,minuman teh leci,34108,12605,7671,740
3916,fruity iced tea,8386,1837,1037,59
3917,lychee cold drink,49460,10350,6113,304
3918,crème brûlée,9000,1974,1374,130
3919,dessert brûlée,43338,9738,5598,392
3920,custard brûlée,37693,10651,6150,561
3921,krim karamel,37857,9503,2747,217
3922,creamy brûlée,28698,6070,2568,183
3923,french dessert,33941,7455,2706,199
3924,brûlée klasik,14614,2807,1550,101
3925,dessert hangus manis,13471,2057,797,53
3926,spanish tortilla,30713,8167,3278,129
3927,tortilla spanyol,17377,5180,3274,197
3928,egg potato omelet,4822,1258,365,19
3929,spanish omelette,48149,10220,3166,118
3930,tortilla telur kentang,32774,6270,3883,259
3931,spanish egg dish,17414,3042,1252,53
3932,omelet kentang,6693,2402,1045,79
3933,tortilla klasik,17456,6521,1808,149
3934,patatas bravas,14768,3661,1870,164
3935,kentang bravas,24035,9336,6346,273
3936,spicy potatoes,32727,13072,7004,350
3937,spanish potatoes,45248,14066,9835,616
3938,kentang saus pedas,42271,7308,3088,300
3939,tapas kentang,32368,7812,2450,237
3940,bravas sauce,20000,3824,1949,163
3941,kentang goreng pedas,799,184,65,6
3942,chicken sandwich,44909,13013,4243,251
3943,sandwich ayam,43754,10334,4511,336
3944,roti isi ayam,21675,7132,3377,326
3945,grilled chicken sandwich,40081,6412,3534,306
3946,ayam sandwich,36195,9138,4858,480
3947,chicken sub,28589,6369,1706,133
3948,chicken toastie,1943,554,220,11
3949,ayam roti,26846,9852,4057,178
3950,classic falafel plate,28016,10073,5600,450
3951,falafel plate,20717,8027,3251,179
3952,falafel klasik,24929,5406,2368,173
3953,falafel dengan salad,45462,14861,7193,562
3954,vegan plate,8118,2827,1638,132
3955,falafel combo,40509,11074,4124,184
3956,roti falafel,5376,1344,542,24
3957,falafel lengkap,49121,7708,5295,493
3958,meat lovers pizza,10215,4056,2669,94
3959,pizza daging,3461,1324,487,19
3960,pizza meat lover,1248,229,79,6
3961,pizza komplit daging,6267,1061,427,26
3962,meat pizza,1726,616,192,12
3963,all meat pizza,42072,10006,5922,587
3964,pizza topping daging,44625,13266,7712,596
3965,pizza lover,38131,13110,8788,693
3966,vegetable dumplings (6),23577,4294,2458,202
3967,dumpling sayur,12724,4603,2072,171
3968,veggie dumplings,3952,939,498,17
3969,dumpling 6 pcs,44255,13322,5537,538
3970,dumpling isi sayur,43803,16870,5144,251
3971,pangsit sayur,47987,11978,6185,616
3972,steamed veggie dumplings,13772,2456,1294,101
3973,dumpling vegetarian,28868,8981,6124,264
3974,sesame peanut noodles,18739,3812,1005,66
3975,mie kacang wijen,35843,9007,4520,186
3976,peanut noodles,7971,2551,767,65
3977,mie saus kacang,42996,9926,6444,411
3978,sesame noodles,12329,3276,1670,140
3979,spicy peanut noodles,24652,7534,3710,323
3980,noodle salad kacang,21321,3373,2043,161
3981,mie dingin kacang,24115,5612,1591,98
3982,cornbread muffin,14375,5175,1819,121
3983,muffin jagung,39015,11672,4824,173
3984,roti jagung,41384,14698,10145,743
3985,cornbread cup,3690,1217,555,48
3986,baked cornbread,4767,1088,360,20
3987,sweet cornbread,23979,4866,2886,278
3988,muffin manis jagung,33124,5046,3329,250
3989,snack cornbread,6035,1324,633,51
3990,leche flan,6237,1793,1034,41
3991,caramel flan,35672,12742,7373,352
3992,flan filipina,41565,13112,6971,266
3993,egg custard flan,17709,4412,3024,258
3994,dessert flan,17199,6181,3213,156
3995,kue flan,17175,3231,1107,106
3996,flan klasik,32145,5165,2405,133
3997,flan susu,1738,448,238,16
3998,thai spring rolls,14986,3156,1206,47
3999,lumpia thai,23293,6027,2247,112
4000,thai rolls,19584,3989,2143,146
4001,fresh spring rolls,42202,11619,5189,481
4002,popiah thai,15248,3911,1184,101
